checked_by,checked,entered_by,entered_date,collected_by,collected_date,row,column,position,transect,point,hitnumber_1,hitnumber_2,hitnumber_3,hitnumber_4,hitnumber_5,notes,correction_notes,hitnumber_6
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,2,2.4,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,2,2.5,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,2,2.6,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,2,2.7,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,2,2.8,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,2,2.9,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.1,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.2,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.3,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.4,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.5,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.6,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.7,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.8,brodia,bg,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,0.9,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.1,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.2,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.3,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.4,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.5,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.6,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.7,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.8,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,1.9,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.1,brodia,amsmen,lit,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.2,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.3,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.4,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.5,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.6,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.7,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.8,brodia,lit,,,,,,
Joanna,y,Gabrielle,2023-05-02,"JH, AH",2023-03-06,A,10,U,3,2.9,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0,brodia,hormur,bromad,schbar,lit,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.1,bromad,amsmen,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.2,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.3,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.4,brodia,hormur,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.5,brodia,brator,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.6,bromad,brator,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.7,bromad ,schbar,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.8,amsmen,bromad,schbar,bromad,lit,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,0.9,amsmen,schbar,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1,bromad,schbar,brodia,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.1,bromad,schbar,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.2,bromad,schbar,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.3,brodia,schbar,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.4,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.5,brodia,schbar,eromos,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.6,brodia,hormur,eromos,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.7,brodia,brator,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.8,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,1.9,brodia,eromos,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.1,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.2,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.3,brodia,schbar,erocic,,,Soil cover (lit/bg) not recorded.,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.4,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.5,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.6,brodia,amsmen,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.7,brodia,hormur,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.8,hormur,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,1,2.9,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0,brodia,bromad,amsmen,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.1,bromad,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.2,bromad,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.3,bromad,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.4,bromad,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.5,bromad,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.6,bromad,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.7,brodia,bromad,amsmen,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.8,brodia,bromad,amsmen,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,0.9,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1,brodia,hormur,bromad,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.1,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.2,bromad,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.3,bromad,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.4,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.5,brodia,bromad,amsmen,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.6,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.7,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.8,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,1.9,amsmen,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2,brator,brodia,amsmen,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.1,brator,brodia,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.2,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.3,brodia,amsmen,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.4,brodia,brator,amsmen,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.5,brodia,brator,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.6,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.7,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.8,brodia,brator,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,2,2.9,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0,bromad,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.1,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.2,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.3,brodia,bromad,brator,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.4,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.5,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.6,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.7,brodia,bromad,hormur,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.8,brator,bromad,hormur,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,0.9,hormur,brator,brodia,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1,bromad,brator,brodia,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.1,bromad,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.2,brodia,bromad,eromos,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.3,bromad,brodia,hormur,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.4,bromad,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.5,bg,,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.6,bg,,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.7,brodia,bromad,hormur,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.8,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,1.9,brodia ,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.1,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.2,brodia,bromad,amsmen,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.3,brodia,bromad,lit,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.4,bromad,brodia,brator,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.5,hormur,bromad,brator,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.6,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.7,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.8,brodia,bromad,amsmen,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,3,2.9,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,P,P,luptru,,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"AR, MF",2023-03-08,A,1,L,P,P,cryint,,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0,bromad,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.1,bromad,brodia,hormur,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.2,hormur,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.3,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.4,bromad,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.5,bromad,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.6,bromad,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.7,brodia,bromad,schbar,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.8,bromad,hormur,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,0.9,bromad,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.1,bromad,hormur,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.2,bromad,amsmen,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.3,hormur,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.4,bromad,hormur,brodia,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.5,bromad,brodia,brator,amsmen,hormur,,,bg
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.6,bromad,brator,hormur,brodia,schbar,,,bg
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.7,brodia,bromad,schbar,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.8,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,1.9,amsmen,bromad,hormur,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,2,brodia,bromad,cryint,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,2.1,amsmen,brodia,bromad,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,2.2,amsmen,brodia,bromad,hormur,bg,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,2.3,amsmen,bromad,brodia,brator,bg,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,2.4,brodia,bromad,hormur,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,2.5,brodia,bromad,hormur,lit,,,,
Gabrielle,y,Joanna Fuerte,2023-05-02,"CI, GS, AR",2023-03-08,A,2,L,1,2.6,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,1,2.7,brodia,bromad,hormur,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,1,2.8,hormur,brodia,bromad,amsmen,lit,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,1,2.9,brodia,lit,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0,brodia ,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.1,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.2,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.3,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.4,brodia,bromad,erocic,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.5,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.6,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.7,bromad,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.8,bromad,hormur,bg,,,HOLE,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,0.9,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1,brodia,bromad,erocic,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.1,bromad,brator,brodia,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.2,bromad,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.3,hormur,bromad,schbar,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.4,brodia,bromad,bg,,,HOLE,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.5,bromad,brodia,erocic,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.6,brodia,bromad,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.7,brodia,bromad,bg,,,HOLE,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.8,brodia,bromad,hormur,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,1.9,brator,brodia,hormur,bromad,bg,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2,bromad,brator,schbar,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.1,bromad,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.2,bromad,hormur,brodia,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.3,brodia,bromad,brator,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.4,brodia,brator,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.5,brodia,brator,erocic,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.6,brator,brodia,hormur,bg,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.7,brator,brodia,bromad,hormur,bg,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.8,brator,bromad,amsmen,brodia,bg,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,2,2.9,brodia,brator,bromad,hormur,bg,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.1,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.2,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.3,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.4,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.5,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.6,brodia,erocic,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.7,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.8,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,0.9,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,1,brodia,brator,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,1.1,brodia,brator,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,1.2,bromad,brodia,bg,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,1.3,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,1.4,brodia,bg,,,,,,
Gabrielle,y,Joanna Fuerte,2023-05-03,"CI, GS, AR",2023-03-08,A,2,L,3,1.5,bromad,brodia,bg,,,,,
